0,-89.875
1,-89.625
2,-89.375
3,-89.125
4,-88.875
5,-88.625
6,-88.375
7,-88.125
8,-87.875
9,-87.625
10,-87.375
11,-87.125
12,-86.875
13,-86.625
14,-86.375
15,-86.125
16,-85.875
17,-85.625
18,-85.375
19,-85.125
20,-84.875
21,-84.625
22,-84.375
23,-84.125
24,-83.875
25,-83.625
26,-83.375
27,-83.125
28,-82.875
29,-82.625
30,-82.375
31,-82.125
32,-81.875
33,-81.625
34,-81.375
35,-81.125
36,-80.875
37,-80.625
38,-80.375
39,-80.125
40,-79.875
41,-79.625
42,-79.375
43,-79.125
44,-78.875
45,-78.625
46,-78.375
47,-78.125
48,-77.875
49,-77.625
50,-77.375
51,-77.125
52,-76.875
53,-76.625
54,-76.375
55,-76.125
56,-75.875
57,-75.625
58,-75.375
59,-75.125
60,-74.875
61,-74.625
62,-74.375
63,-74.125
64,-73.875
65,-73.625
66,-73.375
67,-73.125
68,-72.875
69,-72.625
70,-72.375
71,-72.125
72,-71.875
73,-71.625
74,-71.375
75,-71.125
76,-70.875
77,-70.625
78,-70.375
79,-70.125
80,-69.875
81,-69.625
82,-69.375
83,-69.125
84,-68.875
85,-68.625
86,-68.375
87,-68.125
88,-67.875
89,-67.625
90,-67.375
91,-67.125
92,-66.875
93,-66.625
94,-66.375
95,-66.125
96,-65.875
97,-65.625
98,-65.375
99,-65.125
100,-64.875
101,-64.625
102,-64.375
103,-64.125
104,-63.875
105,-63.625
106,-63.375
107,-63.125
108,-62.875
109,-62.625
110,-62.375
111,-62.125
112,-61.875
113,-61.625
114,-61.375
115,-61.125
116,-60.875
117,-60.625
118,-60.375
119,-60.125
120,-59.875
121,-59.625
122,-59.375
123,-59.125
124,-58.875
125,-58.625
126,-58.375
127,-58.125
128,-57.875
129,-57.625
130,-57.375
131,-57.125
132,-56.875
133,-56.625
134,-56.375
135,-56.125
136,-55.875
137,-55.625
138,-55.375
139,-55.125
140,-54.875
141,-54.625
142,-54.375
143,-54.125
144,-53.875
145,-53.625
146,-53.375
147,-53.125
148,-52.875
149,-52.625
150,-52.375
151,-52.125
152,-51.875
153,-51.625
154,-51.375
155,-51.125
156,-50.875
157,-50.625
158,-50.375
159,-50.125
160,-49.875
161,-49.625
162,-49.375
163,-49.125
164,-48.875
165,-48.625
166,-48.375
167,-48.125
168,-47.875
169,-47.625
170,-47.375
171,-47.125
172,-46.875
173,-46.625
174,-46.375
175,-46.125
176,-45.875
177,-45.625
178,-45.375
179,-45.125
180,-44.875
181,-44.625
182,-44.375
183,-44.125
184,-43.875
185,-43.625
186,-43.375
187,-43.125
188,-42.875
189,-42.625
190,-42.375
191,-42.125
192,-41.875
193,-41.625
194,-41.375
195,-41.125
196,-40.875
197,-40.625
198,-40.375
199,-40.125
200,-39.875
201,-39.625
202,-39.375
203,-39.125
204,-38.875
205,-38.625
206,-38.375
207,-38.125
208,-37.875
209,-37.625
210,-37.375
211,-37.125
212,-36.875
213,-36.625
214,-36.375
215,-36.125
216,-35.875
217,-35.625
218,-35.375
219,-35.125
220,-34.875
221,-34.625
222,-34.375
223,-34.125
224,-33.875
225,-33.625
226,-33.375
227,-33.125
228,-32.875
229,-32.625
230,-32.375
231,-32.125
232,-31.875
233,-31.625
234,-31.375
235,-31.125
236,-30.875
237,-30.625
238,-30.375
239,-30.125
240,-29.875
241,-29.625
242,-29.375
243,-29.125
244,-28.875
245,-28.625
246,-28.375
247,-28.125
248,-27.875
249,-27.625
250,-27.375
251,-27.125
252,-26.875
253,-26.625
254,-26.375
255,-26.125
256,-25.875
257,-25.625
258,-25.375
259,-25.125
260,-24.875
261,-24.625
262,-24.375
263,-24.125
264,-23.875
265,-23.625
266,-23.375
267,-23.125
268,-22.875
269,-22.625
270,-22.375
271,-22.125
272,-21.875
273,-21.625
274,-21.375
275,-21.125
276,-20.875
277,-20.625
278,-20.375
279,-20.125
280,-19.875
281,-19.625
282,-19.375
283,-19.125
284,-18.875
285,-18.625
286,-18.375
287,-18.125
288,-17.875
289,-17.625
290,-17.375
291,-17.125
292,-16.875
293,-16.625
294,-16.375
295,-16.125
296,-15.875
297,-15.625
298,-15.375
299,-15.125
300,-14.875
301,-14.625
302,-14.375
303,-14.125
304,-13.875
305,-13.625
306,-13.375
307,-13.125
308,-12.875
309,-12.625
310,-12.375
311,-12.125
312,-11.875
313,-11.625
314,-11.375
315,-11.125
316,-10.875
317,-10.625
318,-10.375
319,-10.125
320,-9.875
321,-9.625
322,-9.375
323,-9.125
324,-8.875
325,-8.625
326,-8.375
327,-8.125
328,-7.875
329,-7.625
330,-7.375
331,-7.125
332,-6.875
333,-6.625
334,-6.375
335,-6.125
336,-5.875
337,-5.625
338,-5.375
339,-5.125
340,-4.875
341,-4.625
342,-4.375
343,-4.125
344,-3.875
345,-3.625
346,-3.375
347,-3.125
348,-2.875
349,-2.625
350,-2.375
351,-2.125
352,-1.875
353,-1.625
354,-1.375
355,-1.125
356,-0.875
357,-0.625
358,-0.375
359,-0.125
360,0.125
361,0.375
362,0.625
363,0.875
364,1.125
365,1.375
366,1.625
367,1.875
368,2.125
369,2.375
370,2.625
371,2.875
372,3.125
373,3.375
374,3.625
375,3.875
376,4.125
377,4.375
378,4.625
379,4.875
380,5.125
381,5.375
382,5.625
383,5.875
384,6.125
385,6.375
386,6.625
387,6.875
388,7.125
389,7.375
390,7.625
391,7.875
392,8.125
393,8.375
394,8.625
395,8.875
396,9.125
397,9.375
398,9.625
399,9.875
400,10.125
401,10.375
402,10.625
403,10.875
404,11.125
405,11.375
406,11.625
407,11.875
408,12.125
409,12.375
410,12.625
411,12.875
412,13.125
413,13.375
414,13.625
415,13.875
416,14.125
417,14.375
418,14.625
419,14.875
420,15.125
421,15.375
422,15.625
423,15.875
424,16.125
425,16.375
426,16.625
427,16.875
428,17.125
429,17.375
430,17.625
431,17.875
432,18.125
433,18.375
434,18.625
435,18.875
436,19.125
437,19.375
438,19.625
439,19.875
440,20.125
441,20.375
442,20.625
443,20.875
444,21.125
445,21.375
446,21.625
447,21.875
448,22.125
449,22.375
450,22.625
451,22.875
452,23.125
453,23.375
454,23.625
455,23.875
456,24.125
457,24.375
458,24.625
459,24.875
460,25.125
461,25.375
462,25.625
463,25.875
464,26.125
465,26.375
466,26.625
467,26.875
468,27.125
469,27.375
470,27.625
471,27.875
472,28.125
473,28.375
474,28.625
475,28.875
476,29.125
477,29.375
478,29.625
479,29.875
480,30.125
481,30.375
482,30.625
483,30.875
484,31.125
485,31.375
486,31.625
487,31.875
488,32.125
489,32.375
490,32.625
491,32.875
492,33.125
493,33.375
494,33.625
495,33.875
496,34.125
497,34.375
498,34.625
499,34.875
500,35.125
501,35.375
502,35.625
503,35.875
504,36.125
505,36.375
506,36.625
507,36.875
508,37.125
509,37.375
510,37.625
511,37.875
512,38.125
513,38.375
514,38.625
515,38.875
516,39.125
517,39.375
518,39.625
519,39.875
520,40.125
521,40.375
522,40.625
523,40.875
524,41.125
525,41.375
526,41.625
527,41.875
528,42.125
529,42.375
530,42.625
531,42.875
532,43.125
533,43.375
534,43.625
535,43.875
536,44.125
537,44.375
538,44.625
539,44.875
540,45.125
541,45.375
542,45.625
543,45.875
544,46.125
545,46.375
546,46.625
547,46.875
548,47.125
549,47.375
550,47.625
551,47.875
552,48.125
553,48.375
554,48.625
555,48.875
556,49.125
557,49.375
558,49.625
559,49.875
560,50.125
561,50.375
562,50.625
563,50.875
564,51.125
565,51.375
566,51.625
567,51.875
568,52.125
569,52.375
570,52.625
571,52.875
572,53.125
573,53.375
574,53.625
575,53.875
576,54.125
577,54.375
578,54.625
579,54.875
580,55.125
581,55.375
582,55.625
583,55.875
584,56.125
585,56.375
586,56.625
587,56.875
588,57.125
589,57.375
590,57.625
591,57.875
592,58.125
593,58.375
594,58.625
595,58.875
596,59.125
597,59.375
598,59.625
599,59.875
600,60.125
601,60.375
602,60.625
603,60.875
604,61.125
605,61.375
606,61.625
607,61.875
608,62.125
609,62.375
610,62.625
611,62.875
612,63.125
613,63.375
614,63.625
615,63.875
616,64.125
617,64.375
618,64.625
619,64.875
620,65.125
621,65.375
622,65.625
623,65.875
624,66.125
625,66.375
626,66.625
627,66.875
628,67.125
629,67.375
630,67.625
631,67.875
632,68.125
633,68.375
634,68.625
635,68.875
636,69.125
637,69.375
638,69.625
639,69.875
640,70.125
641,70.375
642,70.625
643,70.875
644,71.125
645,71.375
646,71.625
647,71.875
648,72.125
649,72.375
650,72.625
651,72.875
652,73.125
653,73.375
654,73.625
655,73.875
656,74.125
657,74.375
658,74.625
659,74.875
660,75.125
661,75.375
662,75.625
663,75.875
664,76.125
665,76.375
666,76.625
667,76.875
668,77.125
669,77.375
670,77.625
671,77.875
672,78.125
673,78.375
674,78.625
675,78.875
676,79.125
677,79.375
678,79.625
679,79.875
680,80.125
681,80.375
682,80.625
683,80.875
684,81.125
685,81.375
686,81.625
687,81.875
688,82.125
689,82.375
690,82.625
691,82.875
692,83.125
693,83.375
694,83.625
695,83.875
696,84.125
697,84.375
698,84.625
699,84.875
700,85.125
701,85.375
702,85.625
703,85.875
704,86.125
705,86.375
706,86.625
707,86.875
708,87.125
709,87.375
710,87.625
711,87.875
712,88.125
713,88.375
714,88.625
715,88.875
716,89.125
717,89.375
718,89.625
719,89.875